DirectorName - unedited,First_Name,Last_Name
Richard Shaw,Richard,Shaw
Mike McGahan,Mike,McGahan
Paul Bouzanis,Paul,Bouzanis
Ron Leslie,Ron,Leslie
S Amirault,S,Amirault
Vic Stone,Vic,Stone
Doug Whitehead,Doug,Whitehead
Duncan Davies,Duncan,Davies
E Sauder,E,Sauder
Gillian Platt,Gillian,Platt
Gord MacDougall,Gord,MacDougall
J McMillan,J,McMillan
Jeane Hull,Jeane,Hull
Paul Herbert,Paul,Herbert
Peter Lynch,Peter,Lynch
Tom Milroy,Tom,Milroy
Mike Hoehn,Mike,Hoehn
A.T. Bergan,A.T.,Bergan
Terry Bergan,Terry,Bergan
Sharon M. Parker,Sharon,Parker
Ray Harris,Ray,Harris
Harvey M. Alton,Harvey,Alton
C. Michael Walton,C.,Walton
Ray Kolla,Ray,Kolla
Mark Hamilton,Mark,Hamilton
John Ellis,John,Ellis
Marcelo Kim,Marcelo,Kim
Steve Lang,Steve,Lang
Thomas Weng,Thomas,Weng
Tony Drescher,Tony,Drescher
Bob Beil,Bob,Beil
Bob Foster,Bob,Foster
Frank Di Tomaso,Frank,Di Tomaso
George Bunze,George,Bunze
Greg Yull,Greg,Yull
Jim Pantelidis,Jim,Pantelidis
Jorge Quintas,Jorge,Quintas
Mel Yull,Mel,Yull
Pat Salomone,Pat,Salomone
Melbourne Yull,Melbourne,Yull
Daniel Marks,Daniel,Marks
George Duguay,George,Duguay
Mike Bird,Mike,Bird
Skip Speaks Jr,Skip,Speaks
Tom Bitove,Tom,Bitove
Alec Carstairs,Alec,Carstairs
Assi Bartfeld,Assi,Bartfeld
Brad Hurtubise,Brad,Hurtubise
Jay Zammit,Jay,Zammit
Les Thomas,Les,Thomas
Ron Brenneman,Ron,Brenneman
Yossi Abu,Yossi,Abu
Bill Hayden,Bill,Hayden
Doctor Marc Faber,Marc,Faber
Guy de Selliers de Moranville,Guy,de Selliers de Moranville
Ian Cockerill,Ian,Cockerill
Livia Mahler,Livia,Mahler
Oyvind Hushovd,Oyvind,Hushovd
Peter Meredith,Peter,Meredith
Robert Friedland,Robert,Friedland
Alex Verge,Alex,Verge
Dana Laustsen,Dana,Laustsen
Howard Crone,Howard,Crone
Steve Mulherin,Steve,Mulherin
Wieland Wettstein,Wieland,Wettstein
Stephen C. Akerfeldt,Stephen,Akerfeldt
Shahzad Ashfaq,Shahzad,Ashfaq
Timothy M. Elliott,Timothy,Elliott
Stephen Smith,Stephen,Smith
Shahid Hameed,Shahid,Hameed
Akbar Kazmi,Akbar,Kazmi
Frank J. Turner,Frank,Turner
Hussain Sultan,Hussain,Sultan
Brett Perlman,Brett,Perlman
Dave Wagstaff,Dave,Wagstaff
Deborah Merril,Deborah,Merril
George Sladoje,George,Sladoje
H Hollands,H,Hollands
Jay Lewis,Jay,Lewis
John Brussa,John,Brussa
R Gahn,R,Gahn
Rebecca MacDonald,Rebecca,MacDonald
Ryan Barrington-Foote,Ryan,Barrington-Foote
The Hon. Bill Weld,Bill,Weld
Doctor Mike Percy,Mike,Percy
Linda McCurdy,Linda,McCurdy
Matt Hills,Matt,Hills
Ross Smith,Ross,Smith
Steve Matyas,Steve,Matyas
David Spraley,David,Spraley
Jim Hardy,Jim,Hardy
Michael Korenberg,Michael,Korenberg
Michel Letellier,Michel,Letellier
Henry Kerkhoven,Henry,Kerkhoven
Robin Phinney,Robin,Phinney
Shri Sanjeev Varma,Sanjeev,Varma
Sokuen Ng,Sokuen,Ng
Vishvesh Nanavaty,Vishvesh,Nanavaty
Johnny Blizzard,Johnny,Blizzard
Liam Gallagher,Liam,Gallagher
Tim Henderson,Tim,Henderson
Aristotelis Mistakidis,Aristotelis,Mistakidis
Terry Robinson,Terry,Robinson
Hugh Stoyell,Hugh,Stoyell
Robert Wardell,Robert,Wardell
Johnny Blizzard ,Johnny,Blizzard
Liam Gallagher ,Liam,Gallagher
Tim Henderson ,Tim,Henderson
Hugh Stoyell ,Hugh,Stoyell
Robert Wardell ,Robert,Wardell
Neil Gambow Jr,Neil,Gambow
Peter Hughes,Peter,Hughes
Phil Dyer,Phil,Dyer
Rik Bond,Rik,Bond
Tony Andrukaitis,Tony,Andrukaitis
Bill Guinan,Bill,Guinan
Bob Dales,Bob,Dales
David Wilson,David,Wilson
Eldon McIntyre,Eldon,McIntyre
Neil Sinclair,Neil,Sinclair
Claudio Ciavarella,Claudio,Ciavarella
Gregory Gibson,Gregory,Gibson
Chris Irwin,Chris,Irwin
Gregory Smith,Gregory,Smith
Wayne Tisdale,Wayne,Tisdale
George Cole,George,Cole
James Bertram,James,Bertram
Douglas Haughey,Douglas,Haughey
Nancy Laird,Nancy,Laird
Donald Nelson,Donald,Nelson
Michael Norris,Michael,Norris
Thomas O’Connor,Thomas,O’Connor
David Smith,David,Smith
William Stedman,William,Stedman
Janet Woodruff,Janet,Woodruff
Tom O'Connor,Tom,O'Connor
Neil Nichols,Neil,Nichols
Arthur Lloyd,Arthur,Lloyd
G Watson,G,Watson
Jim Lawley,Jim,Lawley
Karine Macindoe,Karine,Macindoe
Manfred Walt,Manfred,Walt
Phil Fraser,Phil,Fraser
Rob Richardson,Rob,Richardson
Robert Kay,Robert,Kay
Tim Banks,Tim,Banks
Angel Mendez,Angel,Mendez
Bob Courteau,Bob,Courteau
Doug Colbeth,Doug,Colbeth
John Giffen,John,Giffen
John Sicard,John,Sicard
Ron Matricaria,Ron,Matricaria
Gary Schaevitz,Gary,Schaevitz
Greg Hannon,Greg,Hannon
John Fitzgerald,John,Fitzgerald
Joseph Stilwell,Joseph,Stilwell
Larry Swets Jr,Larry,Swets
Terry Kavanagh,Terry,Kavanagh
Ave Lethbridge,Ave,Lethbridge
Catherine McLeod-Seltzer,Catherine,McLeod-Seltzer
J Rollinson,J,Rollinson
John Brough,John,Brough
John Huxley,John,Huxley
John Oliver,John,Oliver
Kelly Osborne,Kelly,Osborne
Una Power,Una,Power
Arnold Klassen,Arnold,Klassen
Barry Olson,Barry,Olson
Eric Sprott,Eric,Sprott
Jeff Parr,Jeff,Parr
Jon Gill,Jon,Gill
Maryse Bélanger,Maryse,Bélanger
Pam Klessig,Pam,Klessig
Ray Threlkeld,Ray,Threlkeld
Tony Makuch,Tony,Makuch
Bill Matlack,Bill,Matlack
Blair Schultz,Blair,Schultz
Charles Oliver,Charles,Oliver
Doctor Mark Daniel,Mark,Daniel
Jamie Haggarty,Jamie,Haggarty
Paul Huet,Paul,Huet
Ritch Hall,Ritch,Hall
Rod Cooper,Rod,Cooper
Ed Schutter,Ed,Schutter
Jim Gale,Jim,Gale
Jonathan Goodman,Jonathan,Goodman
Meir Jakobsohn,Meir,Jakobsohn
Robert Lande,Robert,Lande
Sylvie Tendler,Sylvie,Tendler
Francois Desjardins,Francois,Desjardins
A Lavigne,A,Lavigne
Isabelle Courville,Isabelle,Courville
Jacqueline Orange,Jacqueline,Orange
Jonathan Wener,Jonathan,Wener
Lise Bastarache,Lise,Bastarache
Michael Boychuk,Michael,Boychuk
Michel Labonte,Michel,Labonte
Michelle Savoy,Michelle,Savoy
Richard Bélanger,Richard,Bélanger
Sonia Baxendale,Sonia,Baxendale
Susan Jenah,Susan,Jenah
Herschel H. Segal,Herschel,Segal
Jane Silverstone Segal,Jane,Silverstone Segal
Norman Daitchman,Norman,Daitchman
Emilia Di Raddo,Emilia,Di Raddo
David Martz,David,Martz
Michael Pesner,Michael,Pesner
Duncan Jackman,Duncan,Jackman
James McCartney,James,McCartney
Mark Fuller,Mark,Fuller
Sandra Rosch,Sandra,Rosch
Trish Volker,Trish,Volker
William Corcoran,William,Corcoran
William McNeil,William,McNeil
Arni C. Thorsteinson,Arni,Thorsteinson
Earl S. Coleman,Earl,Coleman
Charles K. Loewen,Charles,Loewen
Cheryl Baker,Cheryl,Baker
D. Scott Patterson,Scott,Patterson
John G. Booth,John,Booth
Paul Wilkens,Paul,Wilkens
Marc C. Henderson,Marc,Henderson
Chantal Bélanger,Chantal,Bélanger
Denis Boudreault,Denis,Boudreault
Eve-Lyne Biron,Eve-Lyne,Biron
Jocelyn Tremblay,Jocelyn,Tremblay
Luc Provencher,Luc,Provencher
Nathalie Lassonde,Nathalie,Lassonde
Paul Bouthillier,Paul,Bouthillier
Pierre-Paul Lassonde,Pierre-Paul,Lassonde
Yves Dumont,Yves,Dumont
Bob Metcalfe,Bob,Metcalfe
David Qi,David,Qi
David Warner,David,Warner
Peter Robson,Peter,Robson
The Hon. John Eyton,John,Eyton
Wayne Richardson,Wayne,Richardson
Alan Lenczner,Alan,Lenczner
Eddy Leon,Eddy,Leon
Frank Gagliano,Frank,Gagliano
Joseph Leon II,Joseph,Leon
Mark Leon,Mark,Leon
Mary Leon,Mary,Leon
Peter Eby,Peter,Eby
Terry Leon,Terry,Leon
Daniel Vickerman,Daniel,Vickerman
Victor Chevillon,Victor,Chevillon
Barry Charles Honig,Barry,Honig
Edward Karr,Edward,Karr
Gary Robertson,Gary,Robertson
Ron Tremblay,Ron,Tremblay
Robert R. McEwen,Robert,McEwen
Richard W. Brissenden,Richard,Brissenden
John Drake,John,Drake
Robin Dunbar,Robin,Dunbar
Hugh C. Squair,Hugh,Squair
John Tait,John,Tait
Robert E. Van Tassell,Robert,Van Tassell
Bill Harrison,Bill,Harrison
Dennis Grimm,Dennis,Grimm
Frank Hasenfratz,Frank,Hasenfratz
Linda Hasenfratz,Linda,Hasenfratz
Mark Stoddart,Mark,Stoddart
Terry Reidel,Terry,Reidel
David Margolus,David,Margolus
Doctor Jim Dinning,Jim,Dinning
Gary Collins,Gary,Collins
Harry Taylor,Harry,Taylor
Henry Bereznicki,Henry,Bereznicki
Peter Lynch,Peter,Lynch
Robert Green,Robert,Green
Steve Bebis,Steve,Bebis
Susan Doniz Firka,Susan,Doniz Firka
Beth Pritchard,Beth,Pritchard
Chris Clark,Chris,Clark
Galen Weston Jr,Galen,Weston
Holger Kluge,Holger,Kluge
John Lacey,John,Lacey
Nancy Lockhart,Nancy,Lockhart
Paul Beeston,Paul,Beeston
Pavi Binning,Pavi,Binning
Sarah Raiss,Sarah,Raiss
Steve Bachand,Steve,Bachand
Tom O'Neill,Tom,O'Neill
Warren Bryant,Warren,Bryant
David Kennedy,David,Kennedy
Ian Bruce,Ian,Bruce
David Coppé,David,Coppé
Paul McDermott,Paul,McDermott
Jamie Biluk,Jamie,Biluk
David Barr,David,Barr
David Mann,David,Mann
George Gugelmann,George,Gugelmann
George Jones,George,Jones
J Rodger,J,Rodger
Jim Cherry,Jim,Cherry
Luc Sabbatini,Luc,Sabbatini
Madeleine Paquin,Madeleine,Paquin
Nicole Paquin,Nicole,Paquin
Rudy Mack,Rudy,Mack
Serge Dubreuil,Serge,Dubreuil
Suzanne Paquin,Suzanne,Paquin
Arnold Kondrat,Arnold,Kondrat
Bill Wilson,Bill,Wilson
Richard Lachcik,Richard,Lachcik
Maurice Colson,Maurice,Colson
Brian Edgar,Brian,Edgar
Eira Thomas,Eira,Thomas
Lukas Lundin,Lukas,Lundin
Marie Inkster,Marie,Inkster
Paul Conibear,Paul,Conibear
Rick Clark,Rick,Clark
William Lamb,William,Lamb
François Côté,François,Côté
François-Xavier Souvay,François-Xavier,Souvay
Josée Perreault,Josée,Perreault
Michel Ringuet,Michel,Ringuet
Nicolas Bélanger,Nicolas,Bélanger
Pierre Fitzgibbon,Pierre,Fitzgibbon
Pierre Larochelle,Pierre,Larochelle
Marc Leduc,Marc,Leduc
Steven Krause,Steven,Krause
Felipe Alves,Felipe,Alves
Robert Pease,Robert,Pease
Federico Schwalb,Federico,Schwalb
Greg Smith,Greg,Smith
Daniel Wilton,Daniel,Wilton
Carmel Daniele,Carmel,Daniele
Charles Heppenstall,Charles,Heppenstall
Ian Gibbs,Ian,Gibbs
Jim Cambon,Jim,Cambon
Lukas Lundin,Lukas,Lundin
Pablo Mir,Pablo,Mir
Paul McRae,Paul,McRae
Ron Hochstein,Ron,Hochstein
Bill Rand,Bill,Rand
Catherine Stefan,Catherine,Stefan
Dale Peniuk,Dale,Peniuk
Don Charter,Don,Charter
John Craig,John,Craig
Lukas Lundin,Lukas,Lundin
Paul Conibear,Paul,Conibear
Peter Jones,Peter,Jones
Gordon Wylie,Gordon,Wylie
Timothy Read,Timothy,Read
Stephen Altmann,Stephen,Altmann
Josh Parrill,Josh,Parrill
John Stubbs,John,Stubbs
Gillian Davidson,Gillian,Davidson
Willan J. Abel,Willan,Abel
Howard H. J. Stevenson,Howard,Stevenson
Vahan Kololian,Vahan,Kololian
Dan MacInnis,Dan,MacInnis
Derek White,Derek,White
George Paspalas,George,Paspalas
Jill Leversage,Jill,Leversage
Jonathan Rubenstein,Jonathan,Rubenstein
Peter Barnes,Peter,Barnes
Richard Colterjohn,Richard,Colterjohn
Rick Clark,Rick,Clark
Brian Johnson,Brian,Johnson
Brydon Cruise,Brydon,Cruise
Ian Sutherland,Ian,Sutherland
Karen Weaver,Karen,Weaver
Scott Coates,Scott,Coates
Susan Doré,Susan,Doré
Terry Wright,Terry,Wright
Verna Cuthbert,Verna,Cuthbert
William Jandrisits,William,Jandrisits
Anne O'Donovan,Anne,O'Donovan
Clare Copeland,Clare,Copeland
Irwin Simon,Irwin,Simon
Larry Kramer,Larry,Kramer
Scott Kauffman,Scott,Kauffman
Boyd Anderson,Boyd,Anderson
Harvey Doerr,Harvey,Doerr
Robert Hodgins,Robert,Hodgins
Timothy Hodgson,Timothy,Hodgson
Peter R. Kagan,Peter,Kagan
William R. Klesse,William,Klesse
David B. Krieger,David,Krieger
William McCaffrey,William,McCaffrey
Jeffrey J. McCaig,Jeffrey,McCaig
James D. McFarland,James,McFarland
Diana J. McQueen,Diana,McQueen
Andy Melton,Andy,Melton
Brian Baker,Brian,Baker
Brian Hunt,Brian,Hunt
Don Lowry,Don,Lowry
Larry Pollock,Larry,Pollock
Pat Kirby,Pat,Kirby
Ralph Young,Ralph,Young
Doctor Ken Cai,Ken,Cai
Doctor Tim Sun,Tim,Sun
George Lian,George,Lian
Maria Tang,Maria,Tang
Thomas Spilsbury,Thomas,Spilsbury
Claude St-Pierre,Claude,St-Pierre
David Wong,David,Wong
Dickie Orr,Dickie,Orr
Murat Armutlu,Murat,Armutlu
Stanley Ma,Stanley,Ma
Robert L. Phillips,Robert,Phillips
Dennis H. Chookaszian,Dennis,Chookaszian
Lori B. Garver,Lori,Garver
C. Robert Kehler,Robert,Kehler
Joanne O. Isham,Joanne,Isham
Brian G. Kenning,Brian,Kenning
Eric J. Zahler,Eric,Zahler
Daniel E. Friedmann,Daniel,Friedmann
Howard L. Lance,Howard,Lance
Thomas S. Chambers,Thomas,Chambers
Fares F. Salloum,Fares,Salloum
Carlo Chiarello,Carlo,Chiarello
John Nyholt,John,Nyholt
Karen McGinnis,Karen,McGinnis
Scott Guthrie,Scott,Guthrie
Mark Elliott,Mark,Elliott
Marvin Haasen,Marvin,Haasen
Peter Bonner,Peter,Bonner
Mike Delesalle,Mike,Delesalle
Sam Grippo,Sam,Grippo
Richard Benmore,Richard,Benmore
Beth Bandler,Beth,Bandler
Bruce Gowan,Bruce,Gowan
Doctor Bill Dimma,Bill,Dimma
Jim Butyniec,Jim,Butyniec
Larry Moeller,Larry,Moeller
N Edwards,N,Edwards
Phil Underwood,Phil,Underwood
Steve Somerville,Steve,Somerville
The Hon. Bill Davis,Bill,Davis
Bill Young,Bill,Young
Cindy Niekamp,Cindy,Niekamp
Doctor Indira Samarasekera,Indira,Samarasekera
Don Walker,Don,Walker
Lady Judge,Lady,Judge
Lawrence Worrall,Lawrence,Worrall
Peter Bowie,Peter,Bowie
Professor Doctor Kurt Lauk,Kurt,Lauk
Scott Bonham,Scott,Bonham
The Hon. John Eyton,John,Eyton
Bob Dhillon,Bob,Dhillon
Joe Amantea,Joe,Amantea
John Irwin,John,Irwin
K.V Dhillon,K.V,Dhillon
Rich Grimaldi,Rich,Grimaldi
Ron Anderson,Ron,Anderson
Catherine McLeod-Seltzer,Catherine,McLeod-Seltzer
David Fennell,David,Fennell
David Tennant,David,Tennant
Denis Larocque,Denis,Larocque
Ed Breiner,Ed,Breiner
Francis McGuire,Francis,McGuire
Fred Dyment,Fred,Dyment
Janice Rennie,Janice,Rennie
Jean Desrosiers,Jean,Desrosiers
Jo Zurel,Jo,Zurel
Braam Jonker,Braam,Jonker
Brad Mills,Brad,Mills
Doctor Mark Sander,Mark,Sander
Peter Jones,Peter,Jones
Rob Doyle,Rob,Doyle
Jay Forbes,Jay,Forbes
Ashleigh Everett,Ashleigh,Everett
Barbara Fraser,Barbara,Fraser
Judi Hand,Judi,Hand
Gregory Hanson,Gregory,Hanson
Kishore Kapoor,Kishore,Kapoor
David Leith,David,Leith
Sanford Riley,Sanford,Riley
Samuel Schellenberg,Samuel,Schellenberg
Carol Stephenson,Carol,Stephenson
Andrea Rosen,Andrea,Rosen
Dick DeWolfe,Dick,DeWolfe
Doctor Lesley Webster,Lesley,Webster
Don Guloien,Don,Guloien
Don Lindsay,Don,Lindsay
Jim Prieur,Jim,Prieur
John Cassaday,John,Cassaday
John Palmer,John,Palmer
Joseph Caron,Joseph,Caron
Luke Helms,Luke,Helms
Pam Kimmet,Pam,Kimmet
Sheila Fraser,Sheila,Fraser
Sue Dabarno,Sue,Dabarno
Tom Jenkins,Tom,Jenkins
Tsun-yan Hsieh,Tsun-yan,Hsieh
Bill Aziz,Bill,Aziz
Geoff Beattie,Geoff,Beattie
Jean Fraser,Jean,Fraser
Jim Olson,Jim,Olson
Michael McCain,Michael,McCain
Ron Close,Ron,Close
The Hon. David Emerson,David,Emerson
George D. Faught,George,Faught
Joseph G. Spiteri,Joseph,Spiteri
Julian B. Kemp,Julian,Kemp
Douglas H. Bache,Douglas,Bache
Phillip C. Walford,Phillip,Walford
Philip C. Walford,Philip,Walford
Barry Allan,Barry,Allan
John R. Anderson,John,Anderson
David Gluskin,David,Gluskin
Peter Rizakos,Peter,Rizakos
Frank Davis,Frank,Davis
Douglas Scharf,Douglas,Scharf
Frank Macher,Frank,Macher
Fred Olson,Fred,Olson
Pat D'Eramo,Pat,D'Eramo
Rob Wildeboer,Rob,Wildeboer
Roman Doroniuk,Roman,Doroniuk
Sandra Pupatello,Sandra,Pupatello
Scott Balfour,Scott,Balfour
Terry Lyons,Terry,Lyons
Colin Maclean,Colin,Maclean
David Henstridge,David,Henstridge
Gilbert Clark,Gilbert,Clark
Mark Saxon,Mark,Saxon
Michael Hudson,Michael,Hudson
Nick DeMare,Nick,DeMare
Anthony Lloyd,Anthony,Lloyd
Jesus Fernandez,Jesus,Fernandez
Philippe Monier,Philippe,Monier
Mark Stowell,Mark,Stowell
Dennis Wilkins,Dennis,Wilkins
Johann Polz,Johann,Polz
Michael Chernoff,Michael,Chernoff
W Wilson,W,Wilson
Wiley Auch,Wiley,Auch
Carmen Loberg,Carmen,Loberg
Chris Seaver,Chris,Seaver
Dale Tremblay,Dale,Tremblay
Frank Burdzy,Frank,Burdzy
Jim Rakievich,Jim,Rakievich
John Irwin,John,Irwin
Terry Freeman,Terry,Freeman
Adrian Robertson,Adrian,Robertson
Bill Reed,Bill,Reed
Chris Crupi,Chris,Crupi
Jordan Estra,Jordan,Estra
Lance Morginn,Lance,Morginn
Robert Dinning,Robert,Dinning
André Courtemanche,André,Courtemanche
André Gauthier,André,Gauthier
Catherine Roy,Catherine,Roy
Claude Roy,Claude,Roy
Gilles Laporte,Gilles,Laporte
Gilles Laurin,Gilles,Laurin
Jean-François Sabourin,Jean-François,Sabourin
Michel Dubé,Michel,Dubé
Dale Lawr,Dale,Lawr
Dave Bellaire,Dave,Bellaire
Jeff Lozon,Jeff,Lozon
John Perri,John,Perri
Marilynne Day-Linton,Marilynne,Day-Linton
Senator Irving Gerstein,Irving,Gerstein
Stephen Dineley,Stephen,Dineley
Albert Contardi,Albert,Contardi
Arni Johannson,Arni,Johannson
Douglas Reeson,Douglas,Reeson
Larry Goldberg,Larry,Goldberg
Stewart Taylor,Stewart,Taylor
Allan Scott,Allan,Scott
Andy Melton,Andy,Melton
Cathy Roozen,Cathy,Roozen
Doctor Eric Newell,Eric,Newell
Gordon Clanachan,Gordon,Clanachan
Ralph Young,Ralph,Young
Ross Grieve,Ross,Grieve
Tim Melton,Tim,Melton
Bernard Picchi,Bernard,Picchi
Bill McCartney,Bill,McCartney
David Gandossi,David,Gandossi
Eric Lauritzen,Eric,Lauritzen
Graeme Witts,Graeme,Witts
Jim Shepherd,Jim,Shepherd
Jimmy Lee,Jimmy,Lee
Nancy Orr-Gaucher,Nancy,Orr-Gaucher
R Purchase,R,Purchase
Barry Fishman,Barry,Fishman
Dave Guebert,Dave,Guebert
Doctor Robert Bloch,Robert,Bloch
Mike Cloutier,Mike,Cloutier
Rob Pollock,Rob,Pollock
Theresa Firestone,Theresa,Firestone
Tim Sorensen,Tim,Sorensen
George W. Chilian,George,Chilian
John A. Ryan,John,Ryan
Timothy J. Cronkwright,Timothy,Cronkwright
Bruce A. Davis,Bruce,Davis
Michael A. Dehn,Michael,Dehn
John C. McVicar,John,McVicar
Ambassador Howard Balloch,Howard,Balloch
Bob Kostelnik,Bob,Kostelnik
Bruce Aitken,Bruce,Aitken
Doctor Tom Hamilton,Tom,Hamilton
Doug Arnell,Doug,Arnell
Doug Mahaffy,Doug,Mahaffy
Janice Rennie,Janice,Rennie
John Floren,John,Floren
Maggi Walker,Maggi,Walker
Phil Cook,Phil,Cook
Terry Poole,Terry,Poole
Christian Haub,Christian,Haub
Christine Magee,Christine,Magee
Claude Dussault,Claude,Dussault
Eric La Flèche,Eric,La Flèche
Line Rivard,Line,Rivard
Marc DeSerres,Marc,DeSerres
Marc Guay,Marc,Guay
Marie-José Nadeau,Marie-José,Nadeau
Maryse Bertrand,Maryse,Bertrand
Michel Labonte,Michel,Labonte
Russell Goodman,Russell,Goodman
Réal Raymond,Réal,Raymond
Serge Ferland,Serge,Ferland
Stephanie Coyles,Stephanie,Coyles
Bill Gastle,Bill,Gastle
Cameron Groome,Cameron,Groome
Doctor Mark Cochran,Mark,Cochran
Doctor Peter Blecher,Peter,Blecher
Joe Renner,Joe,Renner
Martin Marino,Martin,Marino
Vaughn Embro-Pantalony,Vaughn,Embro-Pantalony
Doctor Keith Allred,Keith,Allred
Donald Young,Donald,Young
Laurence Bogert,Laurence,Bogert
Marcelo Kim,Marcelo,Kim
Peter Nixon,Peter,Nixon
Steven Quin,Steven,Quin
Victor Flores,Victor,Flores
MICHAEL D. YOUNG,MICHAEL,YOUNG
WILLIAM J. BIGGAR,WILLIAM,BIGGAR
JANET GRAHAM,JANET,GRAHAM
ROBERT P. LANDIN,ROBERT,LANDIN
RICHARD N. MATHESON,RICHARD,MATHESON
GRAHAM SENST,GRAHAM,SENST
Doctor Ken Cai,Ken,Cai
Doctor Michael Doggett,Michael,Doggett
Malcolm Clay,Malcolm,Clay
Robert Callander,Robert,Callander
Terence H. Matthews,Terence,Matthews
Richard D. McBee,Richard,McBee
Benjamin H. Ball,Benjamin,Ball
Peter D. Charbonneau,Peter,Charbonneau
John P. McHugh,John,McHugh
Sudhakar Ramakrishna,Sudhakar,Ramakrishna
David M. Williams,David,Williams
David Feller,David,Feller
Gregory Feller,Gregory,Feller
Ron Patterson,Ron,Patterson
Minhas Mohamed,Minhas,Mohamed
Praveen Varshney,Praveen,Varshney
Tom Liston,Tom,Liston
Peter Brown,Peter,Brown
David Feller,David,Feller
Gregory Feller,Gregory,Feller
Ron Patterson,Ron,Patterson
Minhas Mohamed,Minhas,Mohamed
Praveen Varshney,Praveen,Varshney
Tom Liston,Tom,Liston
Alexander Henry,Alexander,Henry
Patricia Sheahan,Patricia,Sheahan
Mark Wayne,Mark,Wayne
Warren Bates,Warren,Bates
Richard Boulay,Richard,Boulay
Ian Peres,Ian,Peres
David Richards,David,Richards
Gary Shenk,Gary,Shenk
Harvey Solursh,Harvey,Solursh
Jan Heppe,Jan,Heppe
Kevin Dalton,Kevin,Dalton
Rich Kronengold,Rich,Kronengold
Richard Warren,Richard,Warren
Ross Levin,Ross,Levin
Scott Williams,Scott,Williams
Steve Richards,Steve,Richards
Bruce Robertson,Bruce,Robertson
Chris Cahill,Chris,Cahill
David King,David,King
Kuldip Sahi,Kuldip,Sahi
Leonard Sharpe,Leonard,Sharpe
Mike Robb,Mike,Robb
Tim Murphy,Tim,Murphy
Avtar Bains,Avtar,Bains
Bruce Robertson,Bruce,Robertson
Dino Chiesa,Dino,Chiesa
Frank Munsters,Frank,Munsters
Kuldip Sahi,Kuldip,Sahi
Mel Leiderman,Mel,Leiderman
William Wallace,William,Wallace
David King,David,King
Ed Kress,Ed,Kress
Fraser Berrill,Fraser,Berrill
Kuldip Sahi,Kuldip,Sahi
Michael Catford,Michael,Catford
Paul Cobb,Paul,Cobb
Tim Walker,Tim,Walker
Tony Stephens,Tony,Stephens
Alan Torrie,Alan,Torrie
Dale Ponder,Dale,Ponder
Diane MacDiarmid,Diane,MacDiarmid
Doctor Jack Mintz,Jack,Mintz
Frank Morneau Sr,Frank,Morneau
Jill Denham,Jill,Denham
John Rogers,John,Rogers
Kevin Pennington,Kevin,Pennington
Ron Lalonde,Ron,Lalonde
Jonathan Comerford,Jonathan,Comerford
David Whittle,David,Whittle
Carl Verley,Carl,Verley
Bruce Dresner,Bruce,Dresner
Peeyush Varshney,Peeyush,Varshney
Karen Goracke,Karen,Goracke
Patrick Evans,Patrick,Evans
Alan Archibald,Alan,Archibald
David Mullen,David,Mullen
Dennis Hoffman,Dennis,Hoffman
Greg Bay,Greg,Bay
Murray Mullen,Murray,Mullen
Phil Scherman,Phil,Scherman
Steve Lockwood,Steve,Lockwood
Serge Chiasson,Serge,Chiasson
Yves Filion,Yves,Filion
Pierre L. Gauthier,Pierre,Gauthier
Guy Pelletier,Guy,Pelletier
Luc Reny,Luc,Reny
Jean Rochette,Jean,Rochette
Denis Tremblay,Denis,Tremblay
Louis Vachon,Louis,Vachon
André Caillé,André,Caillé
Andrée Savoie,Andrée,Savoie
Doctor Pierre Boivin,Pierre,Boivin
Jean Houde,Jean,Houde
Jill Denham,Jill,Denham
Julie Payette,Julie,Payette
Karen Kinsley,Karen,Kinsley
Lino Saputo Jr,Lino,Saputo
Maryse Bertrand,Maryse,Bertrand
Pierre Blouin,Pierre,Blouin
Pierre Thabet,Pierre,Thabet
Raymond Bachand,Raymond,Bachand
Richard Fortin,Richard,Fortin
Bill Rand,Bill,Rand
Dave Mullen,Dave,Mullen
Doctor Wojtek Wodzicki,Wojtek,Wodzicki
Lukas Lundin,Lukas,Lundin
Barry Tissenbaum,Barry,Tissenbaum
Chris Eskdale,Chris,Eskdale
David Lloyd,David,Lloyd
Dirk Vollrath,Dirk,Vollrath
Francois Roy,Francois,Roy
JP Ouellet,JP,Ouellet
Yvan Jost,Yvan,Jost
Paul Dalla Lana,Paul,Dalla Lana
Bernard Crotty,Bernard,Crotty
Brian Petersen,Brian,Petersen
Colin Loudon,Colin,Loudon
Doctor Christopher Naylor,Christopher,Naylor
Doctor Martin Barkin,Martin,Barkin
Robert Baron,Robert,Baron
Brian Shaw,Brian,Shaw
Grant Zawalsky,Grant,Zawalsky
Jonathan Wright,Jonathan,Wright
Keith MacPhail,Keith,MacPhail
Pentti Karkkainen,Pentti,Karkkainen
Ron Eckhardt,Ron,Eckhardt
Ron Poelzer,Ron,Poelzer
Sheldon Steeves,Sheldon,Steeves
Adrian Hickey,Adrian,Hickey
Douglas Jackson,Douglas,Jackson
Gerald McConnell,Gerald,McConnell
William Price,William,Price
Glenn Williams,Glenn,Williams
Pierre Gauthier,Pierre,Gauthier
Doctor Bin Ali Al-Barwani,Bin,Al-Barwani
Mark Horn,Mark,Horn
Russell Debney,Russell,Debney
Tariq Al Barwani,Tariq,Al Barwani
